?value	?property	?lang	?langVar
"independent"	"proClass"	"beja"	"bishari"
"independent"	"proClass"	"beja"	"hadendowa"
"independent"	"proClass"	"bilin"	
"independent"	"proClass"	"boni"	"jara"
"independent"	"proClass"	"burji"	
"independent"	"proClass"	"coptic"	"sahidic"
"independent"	"proClass"	"dahalo"	
"independent"	"proClass"	"dhaasanac"	
"independent"	"proClass"	"egyptian"	"middle"
"independent"	"proClass"	"elmolo"	
"independent"	"proClass"	"gawwada"	
"independent"	"proClass"	"gedeo"	
"independent"	"proClass"	"hadiyya"	
"independent"	"proClass"	"hebrew"	
"independent"	"proClass"	"iraqw"	
"independent"	"proClass"	"kambaata"	
"independent"	"proClass"	"kemant"	
"independent"	"proClass"	"oromo"	
"independent"	"proClass"	"rendille"	
"independent"	"proClass"	"saho"	
"independent"	"proClass"	"shinassha"	
"independent"	"proClass"	"sidaama"	
"independent"	"proClass"	"somali"	"standard"
"independent"	"proClass"	"syriac"	
"independent"	"proClass"	"tsamakko"	
"independent"	"proClass"	"wolaytta"	
"independent"	"proClass"	"yaaku"	
"independent"	"proClass"	"yemsa"	
"independent"	"selBE"	"iraqw"	
"independent1"	"proClass"	"khamtanga"	
"independent2"	"proClass"	"khamtanga"	
"independentPersonal"	"proClass"	"beja"	"atmaan"
"independentPossessive"	"proClass"	"beja"	"beniamer"
"indicative"	"mood"	"arabic"	
"indicative"	"mood"	"arbore"	
"indicative"	"mood"	"iraqw"	
"indicative"	"mood"	"shinassha"	
"indicative"	"mood"	"wolaytta"	
"indicative"	"mood"	"yemsa"	
"indirect"	"case"	"yaaku"	
"iness"	"case"	"yemsa"	
"infinitive"	"finiteForm"	"bilin"	
"infinitive"	"finiteForm"	"kemant"	
"infinitive"	"mood"	"shinassha"	
"infinitive"	"mood"	"wolaytta"	
"infinitive"	"morphClass"	"coptic"	"sahidic"
"infinitive"	"nonFiniteForm"	"arbore"	
"infinitive"	"nonFiniteForm"	"oromo"	
"infinitive"	"nonFiniteForm"	"somali"	"standard"
"infinitive"	"tam"	"afar"	
"infinitive"	"tam"	"alaaba"	
"infinitive"	"tam"	"beja"	"bishari"
"infinitive"	"tam"	"boni"	
"infinitive"	"tam"	"boni"	"jara"
"infinitive"	"tam"	"boni"	"kilii"
"infinitive"	"tam"	"burji"	
"infinitive"	"tam"	"yemsa"	
"infinitive"	"tense1"	"gawwada"	
"infinitive"	"verbMorphClass"	"arabic"	
"infinitive"	"verbMorphClass"	"iraqw"	
"infinitive-me"	"infinitiveClass"	"arbore"	
"infinitive-um"	"infinitiveClass"	"arbore"	
"infinitive1"	"infinitiveVar"	"arabic"	
"infinitive1"	"infinitivetoken"	"arabic"	
"infinitive2"	"infinitiveVar"	"arabic"	
"infinitive2"	"infinitivetoken"	"arabic"	
"infinitiveCompCaus"	"morphClass"	"coptic"	"sahidic"
"infinitiveConj"	"configuration"	"sidaama"	
"infinitiveConj"	"tam"	"sidaama"	
"infinitiveConn"	"configuration"	"sidaama"	
"infinitiveConn"	"tam"	"sidaama"	
"infinitiveInflect"	"mood"	"shinassha"	
"infinitiveSub"	"tam"	"sidaama"	
"inflClass"	"verbMorphClass"	"shinassha"	
"inflectedInfiitive"	"tam"	"coptic"	"sahidic"
"inflectionTemplate"	"verbMorphClass"	"maale"	
"ingressive"	"dervStem"	"gawwada"	
"injunct"	"tam"	"coptic"	"sahidic"
"instrumental"	"case"	"alaaba"	
"instrumental"	"case"	"koorete"	
"instrumental"	"case"	"maale"	
"instrumental"	"dervCat"	"elmolo"	
"instrumental"	"nonFiniteForm"	"khamtanga"	
"instrumental"	"selCat"	"iraqw"	
"instrumental"	"selector"	"dahalo"	
"intensive"	"dervStem"	"beja"	"atmaan"
"intensive"	"dervStem"	"beja"	"hadendowa"
"intensive"	"dervStem"	"gawwada"	
"intensive"	"dervStem"	"maale"	
"intensive"	"dervStemAug"	"beja"	"arteiga"
"intensive"	"dervStemAug"	"beja"	"atmaan"
"intensive"	"dervStemAug"	"dhaasanac"	
"intensive"	"extended"	"dhaasanac"	
"intensive"	"stemType"	"beja"	"beniamer"
"intensive1"	"morphClass"	"coptic"	"sahidic"
"intensive2"	"morphClass"	"coptic"	"sahidic"
"intensive3"	"morphClass"	"coptic"	"sahidic"
"intention"	"verbMorphClass"	"beja"	"atmaan"
"intentive"	"tam"	"afar"	
"interrDubitative"	"clauseType"	"maale"	
"interrGen"	"categ"	"tsamakko"	
"interrNonPolar"	"clauseType"	"maale"	
"interrPerm"	"aspect"	"maale"	
"interrPolar"	"clauseType"	"maale"	
"interrSubjMarker"	"verbMorphClass"	"shinassha"	
"interrWh"	"categ"	"tsamakko"	
"interrogative"	"cliticType"	"rendille"	
"interrogative"	"focus"	"koorete"	
"interrogative"	"mood"	"wolaytta"	
"interrogative"	"pdgmSubType"	"kemant"	
"interrogative"	"polarity"	"gedeo"	
"interrogative"	"polarity"	"hadiyya"	
"interrogative"	"proClass"	"beja"	"hadendowa"
"interrogative"	"proClass"	"burji"	
"interrogative"	"proClass"	"gedeo"	
"interrogative"	"proClass"	"hadiyya"	
"interrogative"	"proClass"	"kambaata"	
"interrogative"	"proClass"	"khamtanga"	
"interrogative"	"proClass"	"koorete"	
"interrogative"	"proClass"	"sidaama"	
"interrogative"	"selCat"	"iraqw"	
"interrogative"	"verbClass"	"burji"	
"interrogative"	"verbMorphClass"	"shinassha"	
"interrogativeDiff"	"proClass"	"tsamakko"	
"intransitive"	"dervCat"	"elmolo"	
"intransitive"	"dervStem"	"yaaku"	
"intransitive"	"stemType"	"beja"	"beniamer"
"intransitive"	"transitivity"	"coptic"	"sahidic"
"invariable"	"conjClass"	"yaaku"	
"invariable"	"numPersGender"	"somali"	"standard"
"invariable"	"polarity"	"elmolo"	
"invariable"	"rootClass"	"beja"	"arteiga"
"invariable"	"tam"	"elmolo"	
"iraqw"	"lang"	"iraqw"	
"irrealis"	"mood"	"shinassha"	
"irrealis"	"selector"	"dahalo"	
"irrealis"	"tam"	"yemsa"	
"irreg"	"conjClass"	"burji"	
"irreg"	"conjClass"	"iraqw"	
"irreg1-2"	"patternClass"	"arbore"	
"irregular"	"conjClass"	"beja"	"atmaan"
"irregular"	"conjClass"	"saho"	
"irregular"	"conjSubType"	"rendille"	
"irregular"	"conjType"	"beja"	"arteiga"
"is-Class"	"stemAltClass"	"arbore"	
"it"	"pdgmLexLabel"	"sidaama"	
"iterative"	"dervStem"	"alaaba"	
"iterative"	"dervStem"	"shinassha"	
"iterative"	"dervStem"	"wolaytta"	
"iterative"	"dervStem"	"yemsa"	
"iterative_causative"	"dervStem"	"wolaytta"	
"jara"	"langVar"	"boni"	"jara"
"jussive"	"mainStem"	"afar"	
"jussive"	"mood"	"arabic"	
"jussive"	"mood"	"shinassha"	
"jussive"	"tam"	"afar"	
"jussive"	"tam"	"arbore"	
"jussive"	"tam"	"bayso"	
"jussive"	"tam"	"beja"	"arteiga"
"jussive"	"tam"	"beja"	"atmaan"
"jussive"	"tam"	"beja"	"beniamer"
"jussive"	"tam"	"bilin"	
"jussive"	"tam"	"burji"	
"jussive"	"tam"	"dahalo"	
"jussive"	"tam"	"geez"	
"jussive"	"tam"	"hadiyya"	
"jussive"	"tam"	"hebrew"	
"jussive"	"tam"	"kambaata"	
"jussive"	"tam"	"kemant"	
"jussive"	"tam"	"khamtanga"	
"jussive"	"tam"	"oromo"	
"jussive"	"tam"	"saho"	
"jussive"	"tam"	"shinassha"	
"jussive"	"tam"	"tsamakko"	
"jussive"	"tam"	"wolaytta"	
"jussive"	"tam"	"yemsa"	
"jussive"	"tense1"	"gawwada"	
"jussive"	"tenseHead"	"hebrew"	
"jussive2"	"tam"	"kemant"	
"jussiveKi"	"tam"	"saho"	
"jussiveLi"	"tam"	"saho"	
"jussiveMa"	"tam"	"saho"	
"jussiveNegative"	"tenseName"	"saho"	
"k-Focus"	"focusType"	"gawwada"	
"kah"	"pdgmLexLabel"	"iraqw"	
"kambaata"	"lang"	"kambaata"	
"ke"	"pdgmLexLabel"	"alaaba"	
"ke"	"pdgmLexLabel"	"yaaku"	
"kemant"	"lang"	"bilin"	
"kemant"	"lang"	"kemant"	
"khamtanga"	"lang"	"khamtanga"	
"kilii"	"langVar"	"boni"	"kilii"
"kinship"	"stemClass"	"khamtanga"	
"koorete"	"lang"	"koorete"	
"korj"	"pdgmLexLabel"	"alaaba"	
"lamedSuff"	"proClass"	"hebrew"	
"lexid"	"ns#type"	"afar"	
"lexid"	"ns#type"	"akkadian"	"OB"
"lexid"	"ns#type"	"alaaba"	
"lexid"	"ns#type"	"arabic"	
"lexid"	"ns#type"	"arbore"	
"lexid"	"ns#type"	"awngi"	
"lexid"	"ns#type"	"bayso"	
"lexid"	"ns#type"	"beja"	"arteiga"
"lexid"	"ns#type"	"beja"	"atmaan"
"lexid"	"ns#type"	"beja"	"beniamer"
"lexid"	"ns#type"	"beja"	"bishari"
"lexid"	"ns#type"	"beja"	"hadendowa"
"lexid"	"ns#type"	"bilin"	
"lexid"	"ns#type"	"boni"	"jara"
"lexid"	"ns#type"	"boni"	"kilii"
"lexid"	"ns#type"	"burji"	
"lexid"	"ns#type"	"coptic"	"sahidic"
"lexid"	"ns#type"	"dahalo"	
"lexid"	"ns#type"	"dhaasanac"	
"lexid"	"ns#type"	"elmolo"	
"lexid"	"ns#type"	"gawwada"	
"lexid"	"ns#type"	"gedeo"	
"lexid"	"ns#type"	"geez"	
"lexid"	"ns#type"	"hadiyya"	
"lexid"	"ns#type"	"hebrew"	
"lexid"	"ns#type"	"iraqw"	
"lexid"	"ns#type"	"kambaata"	
"lexid"	"ns#type"	"kemant"	
"lexid"	"ns#type"	"khamtanga"	
"lexid"	"ns#type"	"koorete"	
"lexid"	"ns#type"	"maale"	
"lexid"	"ns#type"	"oromo"	
"lexid"	"ns#type"	"rendille"	
"lexid"	"ns#type"	"saho"	
"lexid"	"ns#type"	"shinassha"	
"lexid"	"ns#type"	"sidaama"	
"lexid"	"ns#type"	"somali"	"standard"
"lexid"	"ns#type"	"tsamakko"	
"lexid"	"ns#type"	"wolaytta"	
"lexid"	"ns#type"	"yaaku"	
"lexid"	"ns#type"	"yemsa"	
"loSuff"	"suffType"	"arbore"	
"locative"	"case"	"khamtanga"	
"locative"	"case"	"shinassha"	
"locative"	"case"	"tsamakko"	
"locative"	"case"	"wolaytta"	
"locative"	"case"	"yemsa"	
"locative"	"postposition"	"beja"	"arteiga"
"locative"	"proClass"	"tsamakko"	
"locative"	"selBE"	"iraqw"	
"locative"	"selector"	"dahalo"	
"long"	"case"	"rendille"	
"long"	"extended"	"dhaasanac"	
"m"	"genPoss"	"beja"	"hadendowa"
"m"	"genderCop"	"beja"	"bishari"
"m"	"genderHead"	"akkadian"	"OB"
"m"	"genderHead"	"alaaba"	
"m"	"genderHead"	"beja"	"atmaan"
"m"	"genderHead"	"beja"	"beniamer"
"m"	"genderHead"	"beja"	"bishari"
"m"	"genderHead"	"beja"	"hadendowa"
"m"	"genderHead"	"burji"	
"m"	"genderHead"	"coptic"	"sahidic"
"m"	"genderHead"	"gawwada"	
"m"	"genderHead"	"gedeo"	
"m"	"genderHead"	"khamtanga"	
"m"	"genderHeadRel"	"kemant"	
"m"	"genderN1"	"beja"	"hadendowa"
"m"	"genderN2"	"beja"	"hadendowa"
"m"	"genderObj"	"bayso"	
"m"	"genderObj"	"beja"	"atmaan"
"m"	"genderObj"	"tsamakko"	
"m"	"genderP1"	"beja"	"bishari"
"m"	"genderPoss"	"arbore"	
"m"	"genderPoss"	"beja"	"atmaan"
"m"	"genderPoss"	"beja"	"beniamer"
"m"	"genderPoss"	"beja"	"bishari"
"m"	"genderPoss"	"burji"	
"m"	"genderPoss"	"coptic"	"sahidic"
"m"	"genderPoss"	"gedeo"	
"m"	"genderPoss"	"khamtanga"	
"m"	"genderPoss"	"somali"	"standard"
"m"	"genderRef"	"wolaytta"	
"m"	"headGen"	"iraqw"	
"m"	"numberGender"	"bayso"	
"m"	"objectGender"	"coptic"	"sahidic"
"m-Class"	"stemAltClass"	"arbore"	
"m-Extension"	"dervStemAug"	"bayso"	
"m-or-pl"	"type"	"dahalo"	
"ma"	"selectorGroup"	"arbore"	
"ma-requestive"	"mainStem"	"afar"	
"maStemInniCopula"	"tam"	"saho"	
"maale"	"lang"	"maale"	
"main"	"clauseConjugation"	"coptic"	"sahidic"
"main"	"clauseType"	"alaaba"	
"main"	"clauseType"	"arbore"	
"main"	"clauseType"	"awngi"	
"main"	"clauseType"	"beja"	"hadendowa"
"main"	"clauseType"	"bilin"	
"main"	"clauseType"	"khamtanga"	
"main"	"clauseType"	"oromo"	
"main"	"clauseType"	"rendille"	
"main"	"clauseType"	"somali"	"standard"
"mainGeneral"	"clauseType"	"sidaama"	
"make"	"deAdjClass"	"boni"	"kilii"
"mana"	"selectorGroup"	"arbore"	
"mar"	"pdgmLexLabel"	"alaaba"	
"maso"	"selectorGroup"	"arbore"	
"medial"	"cliticClass"	"boni"	"jara"
"medial"	"cliticClass"	"boni"	"kilii"
"medial"	"deixis"	"rendille"	
"middle"	"dervStem"	"alaaba"	
"middle"	"dervStem"	"gawwada"	
"middle"	"dervStem"	"iraqw"	
"middle"	"dervStem"	"tsamakko"	
"middle"	"langVar"	"egyptian"	"middle"
"middleClass"	"dervStem"	"sidaama"	
"midway"	"deixis"	"iraqw"	
"mirative"	"modal"	"maale"	
"modClass"	"tamStemClass"	"beja"	"arteiga"
"monorad"	"verbMorphClass"	"shinassha"	
"monoradical"	"verbMorphClass"	"wolaytta"	
"monosyll"	"verbMorphClass"	"yemsa"	
"monosyllabic"	"templ"	"yemsa"	
"mood"	"pdgmType"	"beja"	"atmaan"
"mood"	"verbMorphClass"	"beja"	"atmaan"
"multi"	"numRef"	"bayso"	
"mà-imperfect"	"mainStem"	"afar"	
"mà-stem"	"mainStem"	"afar"	
"mà-stem-in--imperative"	"mainStem"	"afar"	
"má"	"selectorGroup"	"arbore"	
"mána"	"selectorGroup"	"arbore"	
"mán̅"	"selectorGroup"	"arbore"	
"máso"	"selectorGroup"	"arbore"	
"máy"	"selectorGroup"	"arbore"	
"n"	"prefixGroup"	"arbore"	
"n-subordinate"	"tam"	"kemant"	
"nCC"	"rootClass"	"akkadian"	"OB"
"nCC"	"rootClass"	"hebrew"	
"nasal"	"extended"	"dhaasanac"	
"naʌṣir"	"stem"	"arabic"	
"naṣiyr"	"stem"	"arabic"	
"near"	"deixis"	"akkadian"	"OB"
"near"	"deixis"	"arabic"	
"near"	"deixis"	"arbore"	
"near"	"deixis"	"beja"	"arteiga"
"near"	"deixis"	"burji"	
"near"	"deixis"	"gedeo"	
"near"	"deixis"	"hadiyya"	
"near"	"deixis"	"hebrew"	
"near"	"deixis"	"kambaata"	
"near"	"deixis"	"khamtanga"	
"near"	"deixis"	"rendille"	
"near"	"deixis"	"syriac"	
"near"	"selector"	"dahalo"	
"near1"	"deixis"	"iraqw"	
"near2"	"deixis"	"iraqw"	
"nearSpeaker"	"deixis"	"koorete"	
"negAux"	"verbMorphClass"	"beja"	"atmaan"
"negClass"	"tamStemClass"	"beja"	"arteiga"
"negCop"	"conjSubType"	"beja"	"atmaan"
"negCop"	"verbMorphClass"	"beja"	"atmaan"
"negationAffix"	"verbMorphClass"	"boni"	"jara"
"negative"	"participle"	"beja"	"arteiga"
"negative"	"polarity"	"afar"	
"negative"	"polarity"	"alaaba"	
"negative"	"polarity"	"arbore"	
"negative"	"polarity"	"awngi"	
"negative"	"polarity"	"bayso"	
"negative"	"polarity"	"beja"	"arteiga"
"negative"	"polarity"	"beja"	"atmaan"
"negative"	"polarity"	"beja"	"beniamer"
"negative"	"polarity"	"beja"	"bishari"
"negative"	"polarity"	"beja"	"hadendowa"
"negative"	"polarity"	"bilin"	
"negative"	"polarity"	"boni"	
"negative"	"polarity"	"boni"	"jara"
"negative"	"polarity"	"boni"	"kilii"
"negative"	"polarity"	"burji"	
"negative"	"polarity"	"coptic"	"sahidic"
"negative"	"polarity"	"dahalo"	
"negative"	"polarity"	"dhaasanac"	
"negative"	"polarity"	"elmolo"	
"negative"	"polarity"	"gawwada"	
"negative"	"polarity"	"gedeo"	
"negative"	"polarity"	"hadiyya"	
"negative"	"polarity"	"iraqw"	
"negative"	"polarity"	"kambaata"	
"negative"	"polarity"	"kemant"	
"negative"	"polarity"	"khamtanga"	
"negative"	"polarity"	"koorete"	
"negative"	"polarity"	"maale"	
"negative"	"polarity"	"oromo"	
"negative"	"polarity"	"rendille"	
"negative"	"polarity"	"saho"	
"negative"	"polarity"	"shinassha"	
"negative"	"polarity"	"sidaama"	
"negative"	"polarity"	"somali"	"standard"
"negative"	"polarity"	"tsamakko"	
"negative"	"polarity"	"wolaytta"	
"negative"	"polarity"	"yaaku"	
"negative"	"polarity"	"yemsa"	
"negative"	"proClasspolarity"	"gawwada"	
"negative"	"selector"	"dahalo"	
"negative2"	"polarity"	"somali"	"standard"
"negativeAffix"	"verbMorphClass"	"boni"	"kilii"
"negativeEmphatic"	"polarity"	"beja"	"beniamer"
"neut"	"prefixGroup"	"arbore"	
"neutral"	"focus"	"arbore"	
"neutral"	"tam"	"boni"	"kilii"
"newInfo"	"modal"	"maale"	
"noParticle"	"clauseMarker"	"burji"	
"nom"	"type"	"burji"	
"nom-gen"	"case"	"sidaama"	
"nomAgent"	"nomForm"	"beja"	"hadendowa"
"nomAgent"	"nonFiniteForm"	"beja"	"hadendowa"
"nomForm"	"verbMorphClass"	"beja"	"hadendowa"
"nom_obj"	"case"	"beja"	"arteiga"
"nominal"	"objectType"	"coptic"	"sahidic"
"nominalAction"	"nomForm"	"beja"	"hadendowa"
"nominalAction"	"nonFiniteForm"	"beja"	"atmaan"
"nominalAction"	"nonFiniteForm"	"beja"	"hadendowa"
"nominalAgent"	"nomForm"	"beja"	"hadendowa"
"nominalAgent"	"nonFiniteForm"	"beja"	"hadendowa"
"nominalizationPatterns"	"verbMorphClass"	"beja"	"atmaan"
"nominative"	"case"	"afar"	
"nominative"	"case"	"akkadian"	"OB"
"nominative"	"case"	"alaaba"	
"nominative"	"case"	"arabic"	
"nominative"	"case"	"arbore"	
"nominative"	"case"	"beja"	"arteiga"
"nominative"	"case"	"beja"	"hadendowa"
"nominative"	"case"	"burji"	
"nominative"	"case"	"gedeo"	
"nominative"	"case"	"hadiyya"	
"nominative"	"case"	"hebrew"	
"nominative"	"case"	"kambaata"	
"nominative"	"case"	"koorete"	
"nominative"	"case"	"maale"	
"nominative"	"case"	"sidaama"	
"nominative"	"case"	"somali"	"standard"
"nominative"	"caseHead"	"beja"	"bishari"
"nominative"	"caseHead"	"burji"	
"nominative"	"type"	"burji"	
"nominative"	"type"	"gedeo"	
"non-finite"	"mood"	"yemsa"	
"non-focus"	"focus"	"koorete"	
"non-focus"	"focus"	"rendille"	
"non-indicative"	"mood"	"arbore"	
"non-past"	"tam"	"bayso"	
"non-subj-focus"	"focus"	"arbore"	
"nonAgr"	"subjVerbAgr"	"arbore"	
"nonConstr"	"state"	"arabic"	
"nonContracting"	"subconjClass"	"arbore"	
"nonCrnlDrop"	"verbMorphClass"	"dhaasanac"	
"nonFinite"	"nonFiniteForm"	"afar"	
"nonFinite"	"nonFiniteForm"	"oromo"	
"nonIdent"	"subjIdent"	"arbore"	
"nonPast"	"tam"	"tsamakko"	
"nonPast-nonPres"	"tam"	"oromo"	
"nonPastGen"	"tam"	"dahalo"	
"nonPastSubj"	"tam"	"dahalo"	
"nonReflexive"	"proClass"	"afar"	
"nonSuppletive"	"suppletion"	"burji"	
"nonVerbal"	"modal"	"maale"	
"nonpast"	"tense"	"arabic"	
"normal"	"dervStem"	"tsamakko"	
"notYet"	"tam"	"coptic"	"sahidic"
"noun"	"posHead"	"iraqw"	
"numOrd"	"nounMorphClass"	"beja"	"hadendowa"
"number"	"nounMorphClass"	"bayso"	
"number"	"nounMorphClass"	"khamtanga"	
"numeral"	"nounMorphClass"	"beja"	"hadendowa"
"numeral"	"nounMorphClass"	"khamtanga"	
"nṣuwr"	"stem"	"arabic"	
"o-assim"	"dervStem"	"tsamakko"	
"obj"	"type"	"burji"	
"obj-ka"	"case"	"tsamakko"	
"objAff"	"proClass"	"elmolo"	
"objClitic"	"proClass"	"akkadian"	"OB"
"objClitic"	"proClass"	"hebrew"	
"objClitic"	"proClass"	"somali"	"standard"
"objCliticImprtv"	"proClass"	"syriac"	
"objCliticPerf"	"proClass"	"hebrew"	
"objProclitic"	"proClass"	"gawwada"	
"objRel"	"selBE"	"iraqw"	
"objSuff"	"proClass"	"beja"	"atmaan"
"objSuff"	"proClass"	"beja"	"bishari"
"objSuff"	"proClass"	"sidaama"	
"objSuff"	"verbMorphClass"	"beja"	"atmaan"
"objSuffExx"	"verbMorphClass"	"beja"	"atmaan"
"objSuffPdgm"	"proClass"	"beja"	"atmaan"
"objSuffPdgm"	"verbMorphClass"	"beja"	"atmaan"
"objSuffWithV"	"proClass"	"beja"	"bishari"
"object"	"case"	"bayso"	
"object"	"case"	"beja"	"amarʔar"
"object"	"case"	"beja"	"arteiga"
"object"	"case"	"beja"	"atmaan"
"object"	"case"	"beja"	"beniamer"
"object"	"case"	"beja"	"bishari"
"object"	"case"	"beja"	"hadendowa"
"object"	"case"	"bilin"	
"object"	"case"	"dhaasanac"	
"object"	"case"	"hebrew"	
"object"	"case"	"khamtanga"	
"object"	"case"	"rendille"	
"object"	"case"	"saho"	
"object"	"case"	"somali"	"standard"
"object"	"case"	"tsamakko"	
"object"	"case"	"wolaytta"	
"object"	"case"	"yemsa"	
"object"	"caseHead"	"beja"	"atmaan"
"object"	"caseHead"	"beja"	"bishari"
"object"	"imperativeClass"	"iraqw"	
"object"	"proClass"	"boni"	"jara"
"object"	"proClass"	"iraqw"	
"object"	"type"	"burji"	
"objectGeneral"	"case"	"yaaku"	
"objectIndirect"	"case"	"bayso"	
"objectIndirect"	"case"	"rendille"	
"objectIndirect"	"case"	"saho"	
"objectSuff"	"case"	"bilin"	
"objectSuffix"	"proClass"	"beja"	"beniamer"
"objectWInitial"	"case"	"yaaku"	
"oblique"	"case"	"akkadian"	"OB"
"oblique"	"case"	"arabic"	
"oblique"	"case"	"beja"	"bishari"
"oblique"	"case"	"bilin"	
"oblique-posessive"	"case"	"khamtanga"	
"occurrence"	"copType"	"oromo"	
"oggay"	"pdgmLexLabel"	"gawwada"	
"ooy"	"pdgmLexLabel"	"tsamakko"	
"optative"	"clauseType"	"maale"	
"optative"	"clauseType"	"sidaama"	
"optative"	"tam"	"beja"	"arteiga"
"optative"	"tam"	"beja"	"beniamer"
"optative"	"tam"	"beja"	"bishari"
"optative"	"tam"	"beja"	"hadendowa"
"optative"	"tam"	"rendille"	
"optative"	"tam"	"sidaama"	
"optative"	"tam"	"somali"	"standard"
"order"	"tam"	"awngi"	
"ordinal"	"numClass"	"khamtanga"	
"oromo"	"lang"	"oromo"	
"orroo"	"pdgmLexLabel"	"alaaba"	
"overThere"	"deixis"	"sidaama"	
"p1"	"conjClass"	"iraqw"	
"p1"	"numeralGloss"	"beja"	"hadendowa"
"p1"	"objectPerson"	"coptic"	"sahidic"
"p1"	"persCop"	"beja"	"bishari"
"p1"	"persObj"	"beja"	"atmaan"
"p1"	"persObj"	"iraqw"	
"p1"	"persP1"	"beja"	"bishari"
"p1"	"persP2"	"beja"	"bishari"
"p1"	"persSubj"	"iraqw"	
"p1"	"present"	"burji"	
"p2"	"conjClass"	"iraqw"	
"p2"	"numeralGloss"	"beja"	"hadendowa"
"p2"	"objectPerson"	"coptic"	"sahidic"
"p2"	"persCop"	"beja"	"bishari"
"p2"	"persObj"	"beja"	"atmaan"
"p2"	"persObj"	"iraqw"	
"p2"	"persP1"	"beja"	"bishari"
"p2"	"persP2"	"beja"	"bishari"
"p2"	"persSubj"	"iraqw"	
"p2"	"present"	"burji"	
"p3"	"numeralGloss"	"beja"	"hadendowa"
"p3"	"objectPerson"	"coptic"	"sahidic"
"p3"	"persCop"	"beja"	"bishari"
"p3"	"persObj"	"beja"	"atmaan"
"p3"	"persObj"	"iraqw"	
"p3"	"persP1"	"beja"	"bishari"
"p3"	"persP2"	"beja"	"bishari"
"p3"	"persSubj"	"iraqw"	
"p3"	"present"	"burji"	
"pClass1"	"pdgmClass"	"koorete"	
"pClass2"	"pdgmClass"	"koorete"	
"partClass"	"tamStemClass"	"beja"	"arteiga"
"partialPdgm"	"verbMorphClass"	"gawwada"	
"participle"	"nomForm"	"beja"	"hadendowa"
"participle"	"nonFiniteForm"	"beja"	"arteiga"
"participle"	"nonFiniteForm"	"beja"	"atmaan"
"participle"	"nonFiniteForm"	"beja"	"bishari"
"participle"	"nonFiniteForm"	"beja"	"hadendowa"
"participle"	"nonFiniteForm"	"saho"	
"participle"	"verbMorphClass"	"arabic"	
"participle"	"verbMorphClass"	"iraqw"	
"participle-k--invar"	"mainStem"	"afar"	
"particle"	"clauseMarker"	"burji"	
"pass1"	"dervStem"	"rendille"	
"pass2"	"dervStem"	"rendille"	
"passive"	"cliticClass"	"boni"	"jara"
"passive"	"cliticClass"	"boni"	"kilii"
"passive"	"dervStem"	"alaaba"	
"passive"	"dervStem"	"burji"	
"passive"	"dervStem"	"gawwada"	
"passive"	"dervStem"	"hadiyya"	
"passive"	"dervStem"	"kambaata"	
"passive"	"dervStem"	"koorete"	
"passive"	"dervStem"	"maale"	
"passive"	"dervStem"	"sidaama"	
"passive"	"dervStem"	"tsamakko"	
"passive"	"dervStem"	"wolaytta"	
"passive"	"dervStem"	"yemsa"	
"passive"	"stemClass"	"beja"	"beniamer"
"passive"	"voice"	"arabic"	
"passive-caus"	"dervStem"	"alaaba"	
"passiveBenefactive"	"dervStem"	"hadiyya"	
"passiveCausative"	"dervStem"	"hadiyya"	
"passiveCausative"	"dervStem"	"maale"	
"passiveReciprocalClass"	"dervStem"	"sidaama"	
"passive_causative"	"dervStem"	"wolaytta"	
"past"	"participle"	"beja"	"arteiga"
"past"	"selCat"	"iraqw"	
"past"	"selTense"	"iraqw"	
"past"	"selector"	"dahalo"	
"past"	"tam"	"bayso"	
"past"	"tam"	"beja"	"arteiga"
"past"	"tam"	"beja"	"atmaan"
"past"	"tam"	"beja"	"hadendowa"
"past"	"tam"	"bilin"	
"past"	"tam"	"dhaasanac"	"standard"
"past"	"tam"	"geez"	
"past"	"tam"	"iraqw"	
"past"	"tam"	"khamtanga"	
"past"	"tam"	"oromo"	
"past"	"tam"	"saho"	
"past"	"tam"	"somali"	"standard"
"past"	"tam"	"tsamakko"	
"past"	"tam"	"wolaytta"	
"past"	"tam"	"yaaku"	
"past"	"tense"	"arabic"	
"past"	"tense1"	"gawwada"	
"pastClass"	"tamStemClass"	"beja"	"arteiga"
"pastContinuous"	"tam"	"beja"	"hadendowa"
"pastDubitative"	"tam"	"wolaytta"	
"pastGen"	"tam"	"dahalo"	
"pastGeneral"	"tam"	"somali"	"standard"
"pastHabitual"	"tam"	"dahalo"	
"pastHabitual"	"tam"	"koorete"	
"pastHabitual"	"tam"	"somali"	"standard"
"pastIndependent"	"tam"	"somali"	"standard"
"pastIngressive"	"tam"	"wolaytta"	
"pastInvar"	"pdgmSubType"	"somali"	"standard"
"pastPerfect"	"tam"	"beja"	"atmaan"
"pastPerfect"	"tam"	"hadiyya"	
"pastPerfective"	"tam"	"koorete"	
"pastPresOverview"	"verbMorphClass"	"beja"	"atmaan"
"pastProgressive"	"tam"	"burji"	
"pastProgressive"	"tam"	"hadiyya"	
"pastProgressive"	"tam"	"kambaata"	
"pastProgressive"	"tam"	"koorete"	
"pastProgressive"	"tam"	"oromo"	
"pastProgressive"	"tam"	"somali"	"standard"
"pastProgressive"	"tam"	"yaaku"	
"pastQ"	"tam"	"iraqw"	
"pastState1"	"tam"	"afar"	
"pastState2"	"tam"	"afar"	
