?property	?value	?lang	?langVar
"numeralGloss"	"22"	"beja"	"hadendowa"
"numeralGloss"	"23"	"beja"	"hadendowa"
"numeralGloss"	"24"	"beja"	"hadendowa"
"numeralGloss"	"25"	"beja"	"hadendowa"
"numeralGloss"	"26"	"beja"	"hadendowa"
"numeralGloss"	"27"	"beja"	"hadendowa"
"numeralGloss"	"28"	"beja"	"hadendowa"
"numeralGloss"	"29"	"beja"	"hadendowa"
"numeralGloss"	"30"	"beja"	"hadendowa"
"numeralGloss"	"300"	"beja"	"hadendowa"
"numeralGloss"	"31"	"beja"	"hadendowa"
"numeralGloss"	"32"	"beja"	"hadendowa"
"numeralGloss"	"4"	"beja"	"hadendowa"
"numeralGloss"	"40"	"beja"	"hadendowa"
"numeralGloss"	"5"	"beja"	"hadendowa"
"numeralGloss"	"50"	"beja"	"hadendowa"
"numeralGloss"	"6"	"beja"	"hadendowa"
"numeralGloss"	"60"	"beja"	"hadendowa"
"numeralGloss"	"7"	"beja"	"hadendowa"
"numeralGloss"	"70"	"beja"	"hadendowa"
"numeralGloss"	"8"	"beja"	"hadendowa"
"numeralGloss"	"80"	"beja"	"hadendowa"
"numeralGloss"	"9"	"beja"	"hadendowa"
"numeralGloss"	"90"	"beja"	"hadendowa"
"numeralGloss"	"p1"	"beja"	"hadendowa"
"numeralGloss"	"p2"	"beja"	"hadendowa"
"numeralGloss"	"p3"	"beja"	"hadendowa"
"numgen"	"pl"	"hadiyya"	
"numgen"	"sg"	"hadiyya"	
"objectGender"	"f"	"coptic"	"sahidic"
"objectGender"	"m"	"coptic"	"sahidic"
"objectNumber"	"pl"	"coptic"	"sahidic"
"objectNumber"	"sg"	"coptic"	"sahidic"
"objectPerson"	"p1"	"coptic"	"sahidic"
"objectPerson"	"p2"	"coptic"	"sahidic"
"objectPerson"	"p3"	"coptic"	"sahidic"
"objectType"	"nominal"	"coptic"	"sahidic"
"objectType"	"suffixPron"	"coptic"	"sahidic"
"participle"	"conjunctive"	"beja"	"arteiga"
"participle"	"future"	"beja"	"arteiga"
"participle"	"negative"	"beja"	"arteiga"
"participle"	"past"	"beja"	"arteiga"
"participle"	"present"	"beja"	"arteiga"
"passiveReciprocalClass"	"A"	"sidaama"	
"passiveReciprocalClass"	"B"	"sidaama"	
"passiveReciprocalClass"	"case-FN40"	"sidaama"	
"passiveReciprocalClass"	"case-i"	"sidaama"	
"patternClass"	"final-i-e"	"elmolo"	
"patternClass"	"irreg1-2"	"arbore"	
"patternClass"	"pattern1"	"arbore"	
"patternClass"	"pattern2"	"arbore"	
"pdgmClass"	"pClass1"	"koorete"	
"pdgmClass"	"pClass2"	"koorete"	
"pdgmLexLabel"	"af"	"gawwada"	
"pdgmLexLabel"	"ameet"	"alaaba"	
"pdgmLexLabel"	"ass"	"gawwada"	
"pdgmLexLabel"	"dawr"	"gawwada"	
"pdgmLexLabel"	"eeb"	"alaaba"	
"pdgmLexLabel"	"fiiniy"	"shinassha"	
"pdgmLexLabel"	"gaf"	"alaaba"	
"pdgmLexLabel"	"haishsh"	"sidaama"	
"pdgmLexLabel"	"hank"	"sidaama"	
"pdgmLexLabel"	"hir"	"alaaba"	
"pdgmLexLabel"	"hocc"	"alaaba"	
"pdgmLexLabel"	"it"	"sidaama"	
"pdgmLexLabel"	"kah"	"iraqw"	
"pdgmLexLabel"	"ke"	"alaaba"	
"pdgmLexLabel"	"ke"	"yaaku"	
"pdgmLexLabel"	"korj"	"alaaba"	
"pdgmLexLabel"	"mar"	"alaaba"	
"pdgmLexLabel"	"oggay"	"gawwada"	
"pdgmLexLabel"	"ooy"	"tsamakko"	
"pdgmLexLabel"	"orroo"	"alaaba"	
"pdgmLexLabel"	"pupusa"	"gawwada"	
"pdgmLexLabel"	"qut"	"gawwada"	
"pdgmLexLabel"	"sor"	"gawwada"	
"pdgmLexLabel"	"tatak"	"gawwada"	
"pdgmLexLabel"	"teeh"	"gawwada"	
"pdgmLexLabel"	"urkees"	"gawwada"	
"pdgmLexLabel"	"urkeesad"	"gawwada"	
"pdgmLexLabel"	"y"	"alaaba"	
"pdgmLexLabel"	"yooq"	"gawwada"	
"pdgmSubType"	"auxFay"	"beja"	"beniamer"
"pdgmSubType"	"auxHay"	"beja"	"beniamer"
"pdgmSubType"	"auxKay"	"beja"	"beniamer"
"pdgmSubType"	"auxiliary"	"beja"	"beniamer"
"pdgmSubType"	"copAn"	"beja"	"beniamer"
"pdgmSubType"	"copPossession"	"elmolo"	
"pdgmSubType"	"copula"	"beja"	"arteiga"
"pdgmSubType"	"copula"	"kemant"	
"pdgmSubType"	"copula"	"oromo"	
"pdgmSubType"	"dervPatterns"	"dhaasanac"	
"pdgmSubType"	"dervStem"	"kemant"	
"pdgmSubType"	"finiteVerb"	"kemant"	
"pdgmSubType"	"interrogative"	"kemant"	
"pdgmSubType"	"pastInvar"	"somali"	"standard"
"pdgmSubType"	"possCop"	"beja"	"beniamer"
"pdgmSubType"	"possSuff"	"beja"	"beniamer"
"pdgmSubType"	"subjMarker"	"afar"	
"pdgmSubType"	"subjMarker"	"kemant"	
"pdgmType"	"Q"	"beja"	"atmaan"
"pdgmType"	"compSem"	"beja"	"beniamer"
"pdgmType"	"comparative"	"bilin"	
"pdgmType"	"comparative"	"dhaasanac"	
"pdgmType"	"comparative"	"dhaasanac"	"standard"
"pdgmType"	"comparative"	"kemant"	
"pdgmType"	"comparative"	"somali"	"standard"
"pdgmType"	"compound"	"afar"	
"pdgmType"	"compound"	"beja"	"beniamer"
"pdgmType"	"compound"	"sidaama"	
"pdgmType"	"compound"	"somali"	"standard"
"pdgmType"	"dervStemForm"	"beja"	"beniamer"
"pdgmType"	"exemplary"	"alaaba"	
"pdgmType"	"exemplary"	"arbore"	
"pdgmType"	"exemplary"	"burji"	
"pdgmType"	"exemplary"	"dhaasanac"	
"pdgmType"	"exemplary"	"kemant"	
"pdgmType"	"exemplary"	"khamtanga"	
"pdgmType"	"mood"	"beja"	"atmaan"
"pdgmType"	"pdgmOverview"	"beja"	"atmaan"
"pdgmType"	"prefVsSuff"	"beja"	"beniamer"
"pdgmType"	"repetitive"	"beja"	"atmaan"
"pdgmType"	"rootForm"	"beja"	"beniamer"
"pdgmType"	"stemForm"	"afar"	
"pdgmType"	"stemForm"	"beja"	"beniamer"
"pdgmType"	"stemFormation"	"beja"	"beniamer"
"pdgmType"	"structure"	"arbore"	
"pdgmType"	"structure"	"beja"	"amarʔar"
"pdgmType"	"structure"	"beja"	"arteiga"
"pdgmType"	"structure"	"beja"	"bishari"
"pdgmType"	"structure"	"beja"	"hadendowa"
"pdgmType"	"structure"	"sidaama"	
"pdgmType"	"structure"	"somali"	"standard"
"pdgmType"	"template"	"gawwada"	
"persCop"	"p1"	"beja"	"bishari"
"persCop"	"p2"	"beja"	"bishari"
"persCop"	"p3"	"beja"	"bishari"
"persObj"	"p1"	"beja"	"atmaan"
"persObj"	"p1"	"iraqw"	
"persObj"	"p2"	"beja"	"atmaan"
"persObj"	"p2"	"iraqw"	
"persObj"	"p3"	"beja"	"atmaan"
"persObj"	"p3"	"iraqw"	
"persObj"	"reciprocal"	"iraqw"	
"persP1"	"p1"	"beja"	"bishari"
"persP1"	"p2"	"beja"	"bishari"
"persP1"	"p3"	"beja"	"bishari"
"persP2"	"p1"	"beja"	"bishari"
"persP2"	"p2"	"beja"	"bishari"
"persP2"	"p3"	"beja"	"bishari"
"persSubj"	"impersonal"	"iraqw"	
"persSubj"	"p1"	"iraqw"	
"persSubj"	"p2"	"iraqw"	
"persSubj"	"p3"	"iraqw"	
"persSubj"	"reciprocal"	"iraqw"	
"pluralClass"	"A"	"beja"	"arteiga"
"pluralClass"	"B"	"beja"	"arteiga"
"pluralClass"	"C"	"beja"	"arteiga"
"pluralClass"	"a-deletion"	"khamtanga"	
"pluralClass"	"alternate"	"khamtanga"	
"pluralClass"	"c-ablaut"	"khamtanga"	
"pluralClass"	"gemination"	"khamtanga"	
"pluralClass"	"suffix"	"khamtanga"	
"pluralClass"	"suffixation"	"khamtanga"	
"pngSet"	"pngA"	"bilin"	
"pngSet"	"pngA2"	"bilin"	
"pngSet"	"pngB"	"bilin"	
"pngSet"	"pngC"	"bilin"	
"pngShapeClass"	"A"	"dhaasanac"	
"pngShapeClass"	"B"	"dhaasanac"	
"pngShapeClass"	"pl"	"dhaasanac"	
"pngShapeClass"	"sg"	"dhaasanac"	
"polarity"	"aff"	"beja"	"hadendowa"
"polarity"	"affirmative"	"afar"	
"polarity"	"affirmative"	"alaaba"	
"polarity"	"affirmative"	"arbore"	
"polarity"	"affirmative"	"awngi"	
"polarity"	"affirmative"	"bayso"	
"polarity"	"affirmative"	"beja"	"arteiga"
"polarity"	"affirmative"	"beja"	"atmaan"
"polarity"	"affirmative"	"beja"	"beniamer"
"polarity"	"affirmative"	"beja"	"bishari"
"polarity"	"affirmative"	"beja"	"hadendowa"
"polarity"	"affirmative"	"bilin"	
"polarity"	"affirmative"	"boni"	
"polarity"	"affirmative"	"boni"	"jara"
"polarity"	"affirmative"	"boni"	"kilii"
"polarity"	"affirmative"	"burji"	
"polarity"	"affirmative"	"coptic"	"sahidic"
"polarity"	"affirmative"	"dahalo"	
"polarity"	"affirmative"	"dhaasanac"	
"polarity"	"affirmative"	"elmolo"	
"polarity"	"affirmative"	"gawwada"	
"polarity"	"affirmative"	"gedeo"	
"polarity"	"affirmative"	"hadiyya"	
"polarity"	"affirmative"	"iraqw"	
"polarity"	"affirmative"	"kambaata"	
"polarity"	"affirmative"	"kemant"	
"polarity"	"affirmative"	"khamtanga"	
"polarity"	"affirmative"	"koorete"	
"polarity"	"affirmative"	"maale"	
"polarity"	"affirmative"	"oromo"	
"polarity"	"affirmative"	"rendille"	
"polarity"	"affirmative"	"saho"	
"polarity"	"affirmative"	"shinassha"	
"polarity"	"affirmative"	"sidaama"	
"polarity"	"affirmative"	"somali"	"standard"
"polarity"	"affirmative"	"tsamakko"	
"polarity"	"affirmative"	"wolaytta"	
"polarity"	"affirmative"	"yaaku"	
"polarity"	"affirmative"	"yemsa"	
"polarity"	"interrogative"	"gedeo"	
"polarity"	"interrogative"	"hadiyya"	
"polarity"	"invariable"	"elmolo"	
"polarity"	"negative"	"afar"	
"polarity"	"negative"	"alaaba"	
"polarity"	"negative"	"arbore"	
"polarity"	"negative"	"awngi"	
"polarity"	"negative"	"bayso"	
"polarity"	"negative"	"beja"	"arteiga"
"polarity"	"negative"	"beja"	"atmaan"
"polarity"	"negative"	"beja"	"beniamer"
"polarity"	"negative"	"beja"	"bishari"
"polarity"	"negative"	"beja"	"hadendowa"
"polarity"	"negative"	"bilin"	
"polarity"	"negative"	"boni"	
"polarity"	"negative"	"boni"	"jara"
"polarity"	"negative"	"boni"	"kilii"
"polarity"	"negative"	"burji"	
"polarity"	"negative"	"coptic"	"sahidic"
"polarity"	"negative"	"dahalo"	
"polarity"	"negative"	"dhaasanac"	
"polarity"	"negative"	"elmolo"	
"polarity"	"negative"	"gawwada"	
"polarity"	"negative"	"gedeo"	
"polarity"	"negative"	"hadiyya"	
"polarity"	"negative"	"iraqw"	
"polarity"	"negative"	"kambaata"	
"polarity"	"negative"	"kemant"	
"polarity"	"negative"	"khamtanga"	
"polarity"	"negative"	"koorete"	
"polarity"	"negative"	"maale"	
"polarity"	"negative"	"oromo"	
"polarity"	"negative"	"rendille"	
"polarity"	"negative"	"saho"	
"polarity"	"negative"	"shinassha"	
"polarity"	"negative"	"sidaama"	
"polarity"	"negative"	"somali"	"standard"
"polarity"	"negative"	"tsamakko"	
"polarity"	"negative"	"wolaytta"	
"polarity"	"negative"	"yaaku"	
"polarity"	"negative"	"yemsa"	
"polarity"	"negative2"	"somali"	"standard"
"polarity"	"negativeEmphatic"	"beja"	"beniamer"
"polarity"	"subordiate"	"iraqw"	
"polarity"	"subordinate"	"tsamakko"	
"posClass"	"adnominal"	"sidaama"	
"posClass"	"adverb"	"sidaama"	
"posClass"	"proInd"	"sidaama"	
"posHead"	"noun"	"iraqw"	
"posHead"	"pro"	"iraqw"	
"position"	"persAsp"	"elmolo"	
"position"	"prefV"	"elmolo"	
"position"	"suffV"	"elmolo"	
"possType"	"poss1"	"maale"	
"possType"	"poss2"	"maale"	
"possType"	"possNom1"	"maale"	
"possType"	"possNom2"	"maale"	
"postposition"	"ablative"	"beja"	"arteiga"
"postposition"	"equative"	"beja"	"arteiga"
"postposition"	"locative"	"beja"	"arteiga"
"postpositionClass"	"A"	"beja"	"arteiga"
"postpositionClass"	"B"	"beja"	"arteiga"
"prefixGroup"	"T"	"arbore"	
"prefixGroup"	"Y"	"arbore"	
"prefixGroup"	"n"	"arbore"	
"prefixGroup"	"neut"	"arbore"	
"prefixGroup"	"t"	"arbore"	
"prefixGroup"	"y"	"arbore"	
"present"	"p1"	"burji"	
"present"	"p2"	"burji"	
"present"	"p3"	"burji"	
"proClass"	"absPoss"	"alaaba"	
"proClass"	"agreementMarker"	"yaaku"	
"proClass"	"artDef"	"beja"	"hadendowa"
"proClass"	"basicPro"	"maale"	
"proClass"	"bound"	"dahalo"	
"proClass"	"boundSubject"	"arbore"	
"proClass"	"caseMarking"	"maale"	
"proClass"	"clitic"	"arabic"	
"proClass"	"clitic"	"rendille"	
"proClass"	"datInd"	"beja"	"bishari"
"proClass"	"defMarker"	"beja"	"arteiga"
"proClass"	"defMarker"	"tsamakko"	
"proClass"	"deictic"	"arbore"	
"proClass"	"demAdnom"	"sidaama"	
"proClass"	"demAdv"	"sidaama"	
"proClass"	"demAreaAdnom"	"sidaama"	
"proClass"	"demPro"	"koorete"	
"proClass"	"demSpec"	"sidaama"	
"proClass"	"demSpecAdv"	"sidaama"	
"proClass"	"demonstrative"	"akkadian"	"OB"
"proClass"	"demonstrative"	"arabic"	
"proClass"	"demonstrative"	"beja"	"arteiga"
"proClass"	"demonstrative"	"burji"	
"proClass"	"demonstrative"	"gedeo"	
"proClass"	"demonstrative"	"hadiyya"	
"proClass"	"demonstrative"	"hebrew"	
"proClass"	"demonstrative"	"kambaata"	
"proClass"	"demonstrative"	"khamtanga"	
"proClass"	"demonstrative"	"koorete"	
"proClass"	"demonstrative"	"sidaama"	
"proClass"	"demonstrative"	"syriac"	
"proClass"	"demonstrative"	"tsamakko"	
"proClass"	"demonstrative"	"yaaku"	
"proClass"	"dependent"	"egyptian"	"middle"
"proClass"	"focus"	"boni"	"jara"
"proClass"	"gen_PossPred"	"beja"	"hadendowa"
"proClass"	"indObl"	"beja"	"bishari"
"proClass"	"indepCase"	"shinassha"	
"proClass"	"indepCase"	"wolaytta"	
"proClass"	"independent"	"afar"	
"proClass"	"independent"	"akkadian"	"OB"
"proClass"	"independent"	"arabic"	
"proClass"	"independent"	"arbore"	
"proClass"	"independent"	"bayso"	
"proClass"	"independent"	"beja"	"arteiga"
"proClass"	"independent"	"beja"	"atmaan"
"proClass"	"independent"	"beja"	"beniamer"
"proClass"	"independent"	"beja"	"bishari"
"proClass"	"independent"	"beja"	"hadendowa"
"proClass"	"independent"	"bilin"	
"proClass"	"independent"	"boni"	"jara"
"proClass"	"independent"	"burji"	
"proClass"	"independent"	"coptic"	"sahidic"
"proClass"	"independent"	"dahalo"	
"proClass"	"independent"	"dhaasanac"	
"proClass"	"independent"	"egyptian"	"middle"
"proClass"	"independent"	"elmolo"	
"proClass"	"independent"	"gawwada"	
"proClass"	"independent"	"gedeo"	
"proClass"	"independent"	"hadiyya"	
"proClass"	"independent"	"hebrew"	
"proClass"	"independent"	"iraqw"	
"proClass"	"independent"	"kambaata"	
"proClass"	"independent"	"kemant"	
"proClass"	"independent"	"oromo"	
"proClass"	"independent"	"rendille"	
"proClass"	"independent"	"saho"	
"proClass"	"independent"	"shinassha"	
"proClass"	"independent"	"sidaama"	
"proClass"	"independent"	"somali"	"standard"
"proClass"	"independent"	"syriac"	
"proClass"	"independent"	"tsamakko"	
"proClass"	"independent"	"wolaytta"	
"proClass"	"independent"	"yaaku"	
"proClass"	"independent"	"yemsa"	
"proClass"	"independent1"	"khamtanga"	
"proClass"	"independent2"	"khamtanga"	
"proClass"	"independentPersonal"	"beja"	"atmaan"
"proClass"	"independentPossessive"	"beja"	"beniamer"
"proClass"	"interrogative"	"beja"	"hadendowa"
"proClass"	"interrogative"	"burji"	
"proClass"	"interrogative"	"gedeo"	
"proClass"	"interrogative"	"hadiyya"	
"proClass"	"interrogative"	"kambaata"	
"proClass"	"interrogative"	"khamtanga"	
"proClass"	"interrogative"	"koorete"	
"proClass"	"interrogative"	"sidaama"	
"proClass"	"interrogativeDiff"	"tsamakko"	
"proClass"	"lamedSuff"	"hebrew"	
"proClass"	"locative"	"tsamakko"	
"proClass"	"nonReflexive"	"afar"	
"proClass"	"objAff"	"elmolo"	
"proClass"	"objClitic"	"akkadian"	"OB"
"proClass"	"objClitic"	"hebrew"	
"proClass"	"objClitic"	"somali"	"standard"
"proClass"	"objCliticImprtv"	"syriac"	
"proClass"	"objCliticPerf"	"hebrew"	
"proClass"	"objProclitic"	"gawwada"	
"proClass"	"objSuff"	"beja"	"atmaan"
"proClass"	"objSuff"	"beja"	"bishari"
"proClass"	"objSuff"	"sidaama"	
"proClass"	"objSuffPdgm"	"beja"	"atmaan"
"proClass"	"objSuffWithV"	"beja"	"bishari"
"proClass"	"object"	"boni"	"jara"
"proClass"	"object"	"iraqw"	
"proClass"	"objectSuffix"	"beja"	"beniamer"
"proClass"	"persSuff"	"beja"	"atmaan"
"proClass"	"pers_dem"	"iraqw"	
"proClass"	"personal"	"burji"	
"proClass"	"personal"	"gedeo"	
"proClass"	"personal"	"hadiyya"	
"proClass"	"possAdj"	"shinassha"	
"proClass"	"possAdj"	"wolaytta"	
"proClass"	"possAdj"	"yemsa"	
"proClass"	"possClitic"	"syriac"	
"proClass"	"possExx"	"yaaku"	
"proClass"	"possInd"	"akkadian"	"OB"
"proClass"	"possInd"	"beja"	"bishari"
"proClass"	"possInd"	"beja"	"hadendowa"
"proClass"	"possInd"	"tsamakko"	
"proClass"	"possNoun"	"shinassha"	
"proClass"	"possNoun"	"wolaytta"	
"proClass"	"possObj"	"beja"	"arteiga"
"proClass"	"possSuff"	"arbore"	
"proClass"	"possSuff"	"beja"	"atmaan"
"proClass"	"possSuff"	"beja"	"hadendowa"
"proClass"	"possSuff"	"gawwada"	
"proClass"	"possSuff"	"tsamakko"	
"proClass"	"possSuff"	"yemsa"	
"proClass"	"possSuffAbl"	"beja"	"bishari"
"proClass"	"possSuffCop"	"beja"	"bishari"
"proClass"	"possSuffCopExx"	"beja"	"bishari"
"proClass"	"possSuffDat"	"beja"	"bishari"
"proClass"	"possSuffExx"	"beja"	"bishari"
"proClass"	"possSuffGen"	"beja"	"bishari"
"proClass"	"possSuffGenExx"	"beja"	"bishari"
"proClass"	"possSuffNom"	"beja"	"bishari"
"proClass"	"possSuffPlusGen"	"beja"	"bishari"
"proClass"	"possessive"	"akkadian"	"OB"
"proClass"	"possessive"	"arbore"	
"proClass"	"possessive"	"bayso"	
"proClass"	"possessive"	"beja"	"atmaan"
"proClass"	"possessive"	"boni"	"jara"
"proClass"	"possessive"	"boni"	"kilii"
"proClass"	"possessive"	"burji"	
"proClass"	"possessive"	"dahalo"	
"proClass"	"possessive"	"elmolo"	
"proClass"	"possessive"	"gedeo"	
"proClass"	"possessive"	"iraqw"	
"proClass"	"possessive"	"maale"	
"proClass"	"possessive"	"rendille"	
"proClass"	"possessive"	"somali"	"standard"
"proClass"	"possessive"	"yaaku"	
"proClass"	"possessive"	"yemsa"	
"proClass"	"possessiveDefinite"	"afar"	
"proClass"	"pro2ary"	"maale"	
"proClass"	"proClit"	"alaaba"	
"proClass"	"proEmph"	"alaaba"	
"proClass"	"proInd"	"alaaba"	
"proClass"	"proInd"	"koorete"	
"proClass"	"proInd"	"maale"	
"proClass"	"proIndClit"	"alaaba"	
"proClass"	"proParticle"	"tsamakko"	
"proClass"	"proSuff"	"oromo"	
"proClass"	"reciprocal"	"alaaba"	
"proClass"	"reduced"	"dahalo"	
"proClass"	"reflEmph"	"arbore"	
"proClass"	"reflPoss"	"sidaama"	
"proClass"	"reflexive"	"afar"	
"proClass"	"reflexive"	"alaaba"	
"proClass"	"reflexive"	"beja"	"bishari"
"proClass"	"relative"	"arabic"	
"proClass"	"restrictive"	"maale"	
"proClass"	"subjClit"	"somali"	"standard"
"proClass"	"subjMarker"	"beja"	"bishari"
"proClass"	"subjPrefV"	"boni"	"jara"
"proClass"	"subjProclitic"	"gawwada"	
"proClass"	"subjSuffV"	"boni"	"jara"
"proClass"	"subject"	"shinassha"	
"proClass"	"suffComp"	"beja"	"bishari"
"proClass"	"suffix"	"egyptian"	"middle"
"proClass"	"suffix"	"kambaata"	
"proClass"	"vocative"	"koorete"	
"proClasspolarity"	"affirmative"	"gawwada"	
"proClasspolarity"	"negative"	"gawwada"	
"proClasspos"	"verb"	"gawwada"	
"proSet"	"proSetA"	"kemant"	
"proSet"	"proSetB"	"kemant"	
"proType"	"id"	"burji"	
"proType"	"wPro"	"burji"	
"proType"	"woPro"	"burji"	
"rootClass"	"ACC"	"hebrew"	
"rootClass"	"C"	"beja"	"bishari"
"rootClass"	"C1C2C2"	"hebrew"	
"rootClass"	"CAC"	"hebrew"	
"rootClass"	"CC"	"beja"	"beniamer"
"rootClass"	"CC"	"beja"	"bishari"
"rootClass"	"CC"	"beja"	"hadendowa"
"rootClass"	"CCA"	"hebrew"	
"rootClass"	"CCC"	"akkadian"	"OB"
"rootClass"	"CCC"	"arabic"	
"rootClass"	"CCC"	"beja"	"arteiga"
"rootClass"	"CCC"	"beja"	"beniamer"
"rootClass"	"CCC"	"beja"	"bishari"
"rootClass"	"CCC"	"beja"	"hadendowa"
"rootClass"	"CCC"	"geez"	
"rootClass"	"CCC"	"hebrew"	
"rootClass"	"CCC-a"	"beja"	"bishari"
"rootClass"	"CCC-i"	"beja"	"bishari"
"rootClass"	"CCC-u"	"beja"	"bishari"
"rootClass"	"CCW"	"geez"	
"rootClass"	"CCY"	"beja"	"arteiga"
"rootClass"	"CCY"	"beja"	"beniamer"
"rootClass"	"CCY"	"beja"	"bishari"
"rootClass"	"CCY"	"geez"	
"rootClass"	"CCa"	"akkadian"	"OB"
"rootClass"	"CCe"	"akkadian"	"OB"
"rootClass"	"CCh"	"hebrew"	
"rootClass"	"CCi"	"akkadian"	"OB"
"rootClass"	"CCu"	"akkadian"	"OB"
"rootClass"	"CCw"	"akkadian"	"OB"
"rootClass"	"CCy"	"hebrew"	
"rootClass"	"CHC"	"beja"	"beniamer"
"rootClass"	"CHiy"	"beja"	"atmaan"
"rootClass"	"CVC"	"beja"	"arteiga"
"rootClass"	"CWC"	"geez"	
"rootClass"	"CYC"	"geez"	
"rootClass"	"CaC"	"akkadian"	"OB"
"rootClass"	"CaC"	"beja"	"atmaan"
"rootClass"	"CaC"	"beja"	"beniamer"
"rootClass"	"Cay"	"beja"	"atmaan"
"rootClass"	"CeC"	"akkadian"	"OB"
"rootClass"	"CeC"	"beja"	"beniamer"
"rootClass"	"ChC"	"hebrew"	
"rootClass"	"CiC"	"akkadian"	"OB"
"rootClass"	"CiC"	"beja"	"atmaan"
"rootClass"	"CiCH"	"beja"	"atmaan"
"rootClass"	"CiCaC"	"beja"	"atmaan"
"rootClass"	"CiCiC"	"beja"	"atmaan"
"rootClass"	"CiCiy"	"beja"	"atmaan"
"rootClass"	"Ciy"	"beja"	"atmaan"
"rootClass"	"CuC"	"akkadian"	"OB"
"rootClass"	"CwC"	"hebrew"	
"rootClass"	"CyC"	"hebrew"	
"rootClass"	"CāC"	"akkadian"	"OB"
"rootClass"	"CēC"	"akkadian"	"OB"
"rootClass"	"CīC"	"akkadian"	"OB"
"rootClass"	"CūC"	"akkadian"	"OB"
"rootClass"	"HaCiC"	"beja"	"atmaan"
"rootClass"	"V"	"beja"	"bishari"
"rootClass"	"V2"	"beja"	"bishari"
"rootClass"	"Vdpth"	"beja"	"bishari"
"rootClass"	"WCC"	"geez"	
"rootClass"	"aCC"	"akkadian"	"OB"
"rootClass"	"alk"	"akkadian"	"OB"
"rootClass"	"eCC"	"akkadian"	"OB"
"rootClass"	"hCC"	"hebrew"	
"rootClass"	"invariable"	"beja"	"arteiga"
"rootClass"	"nCC"	"akkadian"	"OB"
"rootClass"	"nCC"	"hebrew"	
"rootClass"	"wCC"	"akkadian"	"OB"
"rootClass"	"wCC"	"hebrew"	
"rootClass"	"yCC"	"hebrew"	
"rootStructure"	"group1"	"maale"	
"rootStructure"	"group2"	"maale"	
"selBE"	"copula"	"iraqw"	
"selBE"	"dependent"	"iraqw"	
"selBE"	"hither"	"iraqw"	
"selBE"	"independent"	"iraqw"	
"selBE"	"locative"	"iraqw"	
"selBE"	"objRel"	"iraqw"	
"selBE"	"subjRel"	"iraqw"	
"selCat"	"background"	"iraqw"	
"selCat"	"concessive"	"iraqw"	
"selCat"	"conditional"	"iraqw"	
"selCat"	"consecutive"	"iraqw"	
"selCat"	"consecutive2"	"iraqw"	
"selCat"	"directive"	"iraqw"	
"selCat"	"expectational"	"iraqw"	
"selCat"	"instrumental"	"iraqw"	
"selCat"	"interrogative"	"iraqw"	
"selCat"	"past"	"iraqw"	
"selCat"	"perfect"	"iraqw"	
"selCat"	"prohibitive"	"iraqw"	
"selCat"	"reason"	"iraqw"	
"selClass"	"case"	"iraqw"	
"selClass"	"selBE"	"iraqw"	
"selClass"	"selMood"	"iraqw"	
"selClass"	"selTense"	"iraqw"	
"selMood"	"concessive"	"iraqw"	
"selMood"	"conditional"	"iraqw"	
"selTense"	"background"	"iraqw"	
"selTense"	"consecutive"	"iraqw"	
"selTense"	"consecutive2"	"iraqw"	
"selTense"	"expectational"	"iraqw"	
"selTense"	"past"	"iraqw"	
"selTense"	"perfect"	"iraqw"	
"selector"	"affirmative"	"dahalo"	
"selector"	"allative"	"dahalo"	
"selector"	"comitative"	"dahalo"	
"selector"	"far"	"dahalo"	
"selector"	"habitual"	"dahalo"	
"selector"	"here"	"dahalo"	
"selector"	"instrumental"	"dahalo"	
"selector"	"irrealis"	"dahalo"	
"selector"	"locative"	"dahalo"	
"selector"	"near"	"dahalo"	
"selector"	"negative"	"dahalo"	
"selector"	"past"	"dahalo"	
"selector"	"pcm"	"dahalo"	
"selector"	"perfect"	"dahalo"	
"selector"	"pro"	"dahalo"	
"selector"	"there"	"dahalo"	
"selector"	"ventive"	"dahalo"	
"selectorGroup"	"amma"	"arbore"	
"selectorGroup"	"ma"	"arbore"	
"selectorGroup"	"mana"	"arbore"	
"selectorGroup"	"maso"	"arbore"	
"selectorGroup"	"má"	"arbore"	
"selectorGroup"	"mána"	"arbore"	
"selectorGroup"	"mán̅"	"arbore"	
"selectorGroup"	"máso"	"arbore"	
"selectorGroup"	"máy"	"arbore"	
"selectorGroup"	"ʔa"	"arbore"	
"selectorGroup"	"ʔalɗúna"	"arbore"	
"selectorGroup"	"ʔalɗún̅"	"arbore"	
"selectorGroup"	"ʔalɗúso"	"arbore"	
"selectorGroup"	"ʔalɗúy"	"arbore"	
"selectorGroup"	"ʔamma"	"arbore"	
"selectorGroup"	"ʔaná"	"arbore"	
"selectorGroup"	"ʔan̅"	"arbore"	
"selectorGroup"	"ʔasó"	"arbore"	
"selectorGroup"	"ʔay"	"arbore"	
"selectorGroup"	"ʔí"	"arbore"	
"selectorGroup"	"ʔímma"	"arbore"	
"selectorGroup"	"ʔína"	"arbore"	
"selectorGroup"	"ʔín̅"	"arbore"	
"selectorGroup"	"ʔíso"	"arbore"	
"selectorGroup"	"ʔíy"	"arbore"	
"selectorPosition"	"pos1"	"dahalo"	
"selectorPosition"	"pos2"	"dahalo"	
"selectorPosition"	"pos3"	"dahalo"	
"selectorPosition"	"pos4"	"dahalo"	
